Chainage,Mandatory,Cautionary,Informatory
373+917,1,0,0
373+937,0,0,0
373+957,0,0,0
373+967,0,0,0
373+987,0,0,0
374+007,0,0,0
374+027,0,0,0
374+037,0,0,0
374+057,0,1,0
374+077,0,0,0
374+097,0,1,1
374+117,0,1,0
374+137,0,1,0
374+157,0,0,0
374+167,0,0,0
374+187,0,0,0
374+207,0,0,0
374+227,0,0,0
374+247,0,0,0
374+257,0,0,0
374+277,0,1,0
374+297,0,0,0
374+317,0,0,0
374+327,0,0,0
374+347,0,0,0
374+367,0,0,0
374+387,0,0,0
374+407,0,0,0
374+427,0,0,0
374+437,0,0,0
374+457,0,0,0
374+477,0,0,1
374+497,0,0,0
374+517,0,0,0
374+537,0,1,0
374+557,0,0,0
374+577,0,0,0
374+587,0,0,0
374+607,0,0,0
374+627,0,0,0
374+647,0,0,0
374+667,1,0,0
374+687,0,0,0
374+707,0,0,0
374+727,0,0,0
374+737,0,0,0
374+757,0,0,0
374+777,0,0,0
374+797,0,0,0
374+807,0,0,0
374+827,0,0,0
374+837,0,0,0
374+857,0,0,0
374+877,0,0,0
374+887,0,0,0
